
=== Evento(s): Stage 6 & Stage 3 & Stage 4 & Stage 2 & Stage 5 & Stage 1 ===
                                  athlete_id    split  netTime_sec         anomaly_type
176258  7b826342-77ab-581c-ad83-afdc5d5b857e     Meta     9193.741  Velocidad imposible
176261  7b826342-77ab-581c-ad83-afdc5d5b857e      EH1     3020.397  Velocidad imposible
176262  7b826342-77ab-581c-ad83-afdc5d5b857e      CP2     4605.374  Velocidad imposible
176264  7b826342-77ab-581c-ad83-afdc5d5b857e      CP3     8786.750  Velocidad imposible
176284  7b826342-77ab-581c-ad83-afdc5d5b857e      CP1     1618.430  Velocidad imposible
176285  7b826342-77ab-581c-ad83-afdc5d5b857e      EH1     2425.650  Velocidad imposible
176286  7b826342-77ab-581c-ad83-afdc5d5b857e      CP2     4482.427  Velocidad imposible
176287  7b826342-77ab-581c-ad83-afdc5d5b857e      CP3     5047.737  Velocidad imposible
176304  520f145f-193b-5a26-ae47-bc76d2922d86     Meta     8084.769  Velocidad imposible
176306  520f145f-193b-5a26-ae47-bc76d2922d86      CP1     1682.500  Velocidad imposible
176307  520f145f-193b-5a26-ae47-bc76d2922d86      EH1     2937.233  Velocidad imposible
176308  520f145f-193b-5a26-ae47-bc76d2922d86      CP2     4444.227  Velocidad imposible
176309  520f145f-193b-5a26-ae47-bc76d2922d86      EH2     6694.093  Velocidad imposible
176310  520f145f-193b-5a26-ae47-bc76d2922d86      CP3     7709.405  Velocidad imposible
176311  520f145f-193b-5a26-ae47-bc76d2922d86      EH3     9873.765  Velocidad imposible
176312  520f145f-193b-5a26-ae47-bc76d2922d86      CP4    10118.135  Velocidad imposible
176313  520f145f-193b-5a26-ae47-bc76d2922d86   Lastkm    11817.755  Velocidad imposible
176314  520f145f-193b-5a26-ae47-bc76d2922d86     Meta    11958.008  Velocidad imposible
176325  520f145f-193b-5a26-ae47-bc76d2922d86      CP1     2105.397  Velocidad imposible
176326  520f145f-193b-5a26-ae47-bc76d2922d86      EH1     2933.293  Velocidad imposible
176327  520f145f-193b-5a26-ae47-bc76d2922d86      CP2     3517.260  Velocidad imposible
176328  520f145f-193b-5a26-ae47-bc76d2922d86      EH2     7067.971  Velocidad imposible
176330  520f145f-193b-5a26-ae47-bc76d2922d86      CP4    12108.271  Velocidad imposible
176331  520f145f-193b-5a26-ae47-bc76d2922d86   Lastkm    12742.887  Velocidad imposible
176332  520f145f-193b-5a26-ae47-bc76d2922d86     Meta    12882.132  Velocidad imposible
176334  520f145f-193b-5a26-ae47-bc76d2922d86      CP1     1383.750  Velocidad imposible
176335  520f145f-193b-5a26-ae47-bc76d2922d86      EH1     2061.650  Velocidad imposible
176336  520f145f-193b-5a26-ae47-bc76d2922d86      CP2     3804.249  Velocidad imposible
176337  520f145f-193b-5a26-ae47-bc76d2922d86      CP3     4317.684  Velocidad imposible
176338  520f145f-193b-5a26-ae47-bc76d2922d86      EH2     6841.862  Velocidad imposible
176339  520f145f-193b-5a26-ae47-bc76d2922d86      CP4     7502.240  Velocidad imposible
176340  520f145f-193b-5a26-ae47-bc76d2922d86   Lastkm     8570.765  Velocidad imposible
176341  520f145f-193b-5a26-ae47-bc76d2922d86     Meta     8665.709  Velocidad imposible
176385  26f91954-1595-5c9c-95dd-adc615d47beb      CP1     1905.460  Velocidad imposible
176386  26f91954-1595-5c9c-95dd-adc615d47beb      EH1     2762.200  Velocidad imposible
176409  dc63f8d7-24c7-5e8a-b1bf-e148403a54b2      CP2     5063.425  Velocidad imposible
176436  dc63f8d7-24c7-5e8a-b1bf-e148403a54b2      CP1     1847.290  Velocidad imposible
176437  dc63f8d7-24c7-5e8a-b1bf-e148403a54b2      EH1     2711.370  Velocidad imposible
176456  2be61dd9-ad28-5c89-82c0-9cb3a48f3fd2     Meta     9186.198  Velocidad imposible
176459  2be61dd9-ad28-5c89-82c0-9cb3a48f3fd2      EH1     3006.999  Velocidad imposible
176460  2be61dd9-ad28-5c89-82c0-9cb3a48f3fd2      CP2     4563.053  Velocidad imposible
176486  2be61dd9-ad28-5c89-82c0-9cb3a48f3fd2      CP1     1640.330  Velocidad imposible
176487  2be61dd9-ad28-5c89-82c0-9cb3a48f3fd2      EH1     2452.490  Velocidad imposible
176488  2be61dd9-ad28-5c89-82c0-9cb3a48f3fd2      CP2     4487.111  Velocidad imposible
176489  2be61dd9-ad28-5c89-82c0-9cb3a48f3fd2      CP3     5047.084  Velocidad imposible
176587  19b050cf-2683-5a64-ba19-8b94bd22f504      CP1     1999.280  Velocidad imposible
176588  19b050cf-2683-5a64-ba19-8b94bd22f504      EH1     2904.080  Velocidad imposible
176636  ed3e3382-41d9-5172-a08e-99a1e207565a      CP2     5056.581  Velocidad imposible
176662  ed3e3382-41d9-5172-a08e-99a1e207565a      CP1     1685.150  Velocidad imposible
176663  ed3e3382-41d9-5172-a08e-99a1e207565a      EH1     2466.690  Velocidad imposible
176664  ed3e3382-41d9-5172-a08e-99a1e207565a      CP2     4490.056  Velocidad imposible
176665  ed3e3382-41d9-5172-a08e-99a1e207565a      CP3     5056.964  Velocidad imposible
176723  e6908d3f-14b1-5baf-9fdb-8938d601b992      EH1     7872.802    Outlier de tiempo
176744  e6908d3f-14b1-5baf-9fdb-8938d601b992      CP1     5877.593    Outlier de tiempo
176747  e6908d3f-14b1-5baf-9fdb-8938d601b992      EH2    17345.620    Outlier de tiempo
176748  e6908d3f-14b1-5baf-9fdb-8938d601b992     Meta    50061.473    Outlier de tiempo
176785  3057564e-2d0d-5dd2-b606-5d13a6e36656      CP2     5066.715  Velocidad imposible
176811  3057564e-2d0d-5dd2-b606-5d13a6e36656      CP1     1678.670  Velocidad imposible
176812  3057564e-2d0d-5dd2-b606-5d13a6e36656      EH1     2547.670  Velocidad imposible
176813  3057564e-2d0d-5dd2-b606-5d13a6e36656      CP2     4535.874  Velocidad imposible
176814  3057564e-2d0d-5dd2-b606-5d13a6e36656      CP3     5065.404  Velocidad imposible
176862  40061bba-75bf-5f0b-b5d1-ccc660789802      CP1     2057.310  Velocidad imposible
176894  1a6117fa-a1d6-5187-8a4e-34c945bc47c0      CP1     7884.766    Outlier de tiempo
176895  1a6117fa-a1d6-5187-8a4e-34c945bc47c0      CP2    12103.230    Outlier de tiempo
176897  1a6117fa-a1d6-5187-8a4e-34c945bc47c0      EH2    17589.220    Outlier de tiempo
176898  1a6117fa-a1d6-5187-8a4e-34c945bc47c0     Meta    55672.813    Outlier de tiempo
176963  84953b0e-c9eb-5c3d-8bb8-803758462116      CP1     1955.660  Velocidad imposible
176964  84953b0e-c9eb-5c3d-8bb8-803758462116      EH1     2902.930  Velocidad imposible
177009  f970a2d4-ac7d-5394-b61a-f4aad05068e8      CP1     1794.050  Velocidad imposible
177010  f970a2d4-ac7d-5394-b61a-f4aad05068e8      EH1     2647.940  Velocidad imposible
177046  b4f862df-1d9b-5d7f-b3bb-9513ad1000c8     Meta    44518.639    Outlier de tiempo
177060  b4f862df-1d9b-5d7f-b3bb-9513ad1000c8      CP1     2015.000  Velocidad imposible
177061  b4f862df-1d9b-5d7f-b3bb-9513ad1000c8      EH1     2977.910  Velocidad imposible
177111  721b3091-0221-5c21-838b-05ebb5eef7c1      CP1     1974.730  Velocidad imposible
177112  721b3091-0221-5c21-838b-05ebb5eef7c1      EH1     2804.300  Velocidad imposible
177121  5f9180df-59f9-5d94-8a20-e5f66b18681e      EH1     7808.702    Outlier de tiempo
177185  bafc8978-920c-5657-8419-9b9619ae6ed2      CP2     5047.491  Velocidad imposible
177225  a5dc12b3-8827-5cca-bbfa-e68325c2c949      CP1     6075.811    Outlier de tiempo
177228  a5dc12b3-8827-5cca-bbfa-e68325c2c949      EH2    17183.659    Outlier de tiempo
177239  a5dc12b3-8827-5cca-bbfa-e68325c2c949      CP3    22116.803    Outlier de tiempo
177264  58e5141d-141d-5b64-ae8b-3cbdac4997b9     Meta     8556.116  Velocidad imposible
177266  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP1     1672.530  Velocidad imposible
177267  58e5141d-141d-5b64-ae8b-3cbdac4997b9      EH1     2925.579  Velocidad imposible
177268  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP2     4428.126  Velocidad imposible
177270  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP3     8112.622  Velocidad imposible
177285  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP1     2196.432  Velocidad imposible
177286  58e5141d-141d-5b64-ae8b-3cbdac4997b9      EH1     3038.608  Velocidad imposible
177287  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP2     3699.590  Velocidad imposible
177294  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP1     1391.200  Velocidad imposible
177295  58e5141d-141d-5b64-ae8b-3cbdac4997b9      EH1     2080.480  Velocidad imposible
177296  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP2     3807.040  Velocidad imposible
177297  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP3     4318.390  Velocidad imposible
177298  58e5141d-141d-5b64-ae8b-3cbdac4997b9      EH2     6984.670  Velocidad imposible
177299  58e5141d-141d-5b64-ae8b-3cbdac4997b9      CP4     7665.430  Velocidad imposible
177318  58abf632-9855-57eb-8532-31dea1f10fbf      CP2     5070.440  Velocidad imposible
177344  58abf632-9855-57eb-8532-31dea1f10fbf      CP1     1642.700  Velocidad imposible
177345  58abf632-9855-57eb-8532-31dea1f10fbf      EH1     2458.680  Velocidad imposible
177346  58abf632-9855-57eb-8532-31dea1f10fbf      CP2     4487.386  Velocidad imposible
177347  58abf632-9855-57eb-8532-31dea1f10fbf      CP3     5047.966  Velocidad imposible
177364  10c58c9b-d5a7-58f3-ab15-b4646509d676     Meta     9446.614  Velocidad imposible
177367  10c58c9b-d5a7-58f3-ab15-b4646509d676      EH1     3209.081  Velocidad imposible
177368  10c58c9b-d5a7-58f3-ab15-b4646509d676      CP2     4819.959  Velocidad imposible
177394  10c58c9b-d5a7-58f3-ab15-b4646509d676      CP1     1641.590  Velocidad imposible
177395  10c58c9b-d5a7-58f3-ab15-b4646509d676      EH1     2455.540  Velocidad imposible
177396  10c58c9b-d5a7-58f3-ab15-b4646509d676      CP2     4488.072  Velocidad imposible
177397  10c58c9b-d5a7-58f3-ab15-b4646509d676      CP3     5045.037  Velocidad imposible
177435  f0332b23-e7e7-5a44-8b91-159276c2b414      CP1     1798.500  Velocidad imposible
177436  f0332b23-e7e7-5a44-8b91-159276c2b414      EH1     2689.290  Velocidad imposible
177485  39eb448f-3fde-52b3-8e16-b1b041283bde      CP1     1652.370  Velocidad imposible
177486  39eb448f-3fde-52b3-8e16-b1b041283bde      EH1     2454.570  Velocidad imposible
177487  39eb448f-3fde-52b3-8e16-b1b041283bde      CP2     4482.213  Velocidad imposible
177488  39eb448f-3fde-52b3-8e16-b1b041283bde      CP3     5054.235  Velocidad imposible
177495  6feade42-64ad-5daf-891a-9a3d30b043e5      EH1     9503.763    Outlier de tiempo
177496  6feade42-64ad-5daf-891a-9a3d30b043e5      CP2    11888.117    Outlier de tiempo
177619  0cb4c284-fd60-51b4-b1a2-5fc0ea4cb2c8      CP1     5880.719    Outlier de tiempo
177623  0cb4c284-fd60-51b4-b1a2-5fc0ea4cb2c8     Meta    50072.286    Outlier de tiempo
177710  912ec4ed-fcaf-5030-8800-bf97e223167b      EH1     3220.408  Velocidad imposible
177711  912ec4ed-fcaf-5030-8800-bf97e223167b      CP2     4831.209  Velocidad imposible
177737  912ec4ed-fcaf-5030-8800-bf97e223167b      CP1     1640.210  Velocidad imposible
177738  912ec4ed-fcaf-5030-8800-bf97e223167b      EH1     2452.850  Velocidad imposible
177739  912ec4ed-fcaf-5030-8800-bf97e223167b      CP2     4487.452  Velocidad imposible
177740  912ec4ed-fcaf-5030-8800-bf97e223167b      CP3     5054.447  Velocidad imposible
177761  e17be570-2282-54a2-ba88-32a21ae31783      CP2     5065.524  Velocidad imposible
177788  e17be570-2282-54a2-ba88-32a21ae31783      CP1     1786.240  Velocidad imposible
177789  e17be570-2282-54a2-ba88-32a21ae31783      EH1     2720.980  Velocidad imposible
177863  47a65999-2b76-58ad-a371-56be72eb3858      CP2     5123.044  Velocidad imposible
177889  47a65999-2b76-58ad-a371-56be72eb3858      CP1     1704.580  Velocidad imposible
177890  47a65999-2b76-58ad-a371-56be72eb3858      EH1     2511.490  Velocidad imposible
177891  47a65999-2b76-58ad-a371-56be72eb3858      CP2     4534.285  Velocidad imposible
177892  47a65999-2b76-58ad-a371-56be72eb3858      CP3     5072.926  Velocidad imposible
177940  4ba31a98-ef73-5f47-b164-70cd47fcb1ea      CP1     1907.930  Velocidad imposible
177941  4ba31a98-ef73-5f47-b164-70cd47fcb1ea      EH1     2738.630  Velocidad imposible
177990  6150065e-8388-55c6-bb11-9494366ef829      CP1     1846.430  Velocidad imposible
177991  6150065e-8388-55c6-bb11-9494366ef829      EH1     2717.140  Velocidad imposible
178010  72324aec-a9d2-5c78-8f4e-abbfbdc45532     Meta     8086.059  Velocidad imposible
178012  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP1     1681.392  Velocidad imposible
178013  72324aec-a9d2-5c78-8f4e-abbfbdc45532      EH1     2934.317  Velocidad imposible
178014  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP2     4440.446  Velocidad imposible
178015  72324aec-a9d2-5c78-8f4e-abbfbdc45532      EH2     6693.934  Velocidad imposible
178016  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP3     7707.320  Velocidad imposible
178017  72324aec-a9d2-5c78-8f4e-abbfbdc45532      EH3     9871.550  Velocidad imposible
178018  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP4    10116.267  Velocidad imposible
178019  72324aec-a9d2-5c78-8f4e-abbfbdc45532   Lastkm    11816.800  Velocidad imposible
178020  72324aec-a9d2-5c78-8f4e-abbfbdc45532     Meta    11957.069  Velocidad imposible
178031  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP1     2103.811  Velocidad imposible
178032  72324aec-a9d2-5c78-8f4e-abbfbdc45532      EH1     2932.146  Velocidad imposible
178033  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP2     3516.879  Velocidad imposible
178034  72324aec-a9d2-5c78-8f4e-abbfbdc45532      EH2     7066.685  Velocidad imposible
178036  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP4    12106.684  Velocidad imposible
178037  72324aec-a9d2-5c78-8f4e-abbfbdc45532   Lastkm    12742.141  Velocidad imposible
178038  72324aec-a9d2-5c78-8f4e-abbfbdc45532     Meta    12880.930  Velocidad imposible
178040  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP1     1380.510  Velocidad imposible
178041  72324aec-a9d2-5c78-8f4e-abbfbdc45532      EH1     2061.530  Velocidad imposible
178042  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP2     3804.053  Velocidad imposible
178043  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP3     4316.471  Velocidad imposible
178044  72324aec-a9d2-5c78-8f4e-abbfbdc45532      EH2     6841.123  Velocidad imposible
178045  72324aec-a9d2-5c78-8f4e-abbfbdc45532      CP4     7497.550  Velocidad imposible
178046  72324aec-a9d2-5c78-8f4e-abbfbdc45532   Lastkm     8570.458  Velocidad imposible
178047  72324aec-a9d2-5c78-8f4e-abbfbdc45532     Meta     8665.816  Velocidad imposible
178142  aedd619d-8823-5621-9476-0d6fc3d061d6      CP1     1895.990  Velocidad imposible
178143  aedd619d-8823-5621-9476-0d6fc3d061d6      EH1     2784.800  Velocidad imposible
178152  3b31dd33-621c-52a2-8dfd-fb818e5c66eb      EH1     7960.772    Outlier de tiempo
178153  3b31dd33-621c-52a2-8dfd-fb818e5c66eb      CP2    11621.679    Outlier de tiempo
178173  3b31dd33-621c-52a2-8dfd-fb818e5c66eb      CP1     5883.809    Outlier de tiempo
178177  3b31dd33-621c-52a2-8dfd-fb818e5c66eb     Meta    50667.383    Outlier de tiempo
178179  3b31dd33-621c-52a2-8dfd-fb818e5c66eb      EH3    27657.125    Outlier de tiempo
178213  65f3e93b-1808-5208-b104-bb52b5d7d906      EH1     3227.143  Velocidad imposible
178214  65f3e93b-1808-5208-b104-bb52b5d7d906      CP2     4825.314  Velocidad imposible
178240  65f3e93b-1808-5208-b104-bb52b5d7d906      CP1     1660.540  Velocidad imposible
178241  65f3e93b-1808-5208-b104-bb52b5d7d906      EH1     2455.580  Velocidad imposible
178242  65f3e93b-1808-5208-b104-bb52b5d7d906      CP2     4484.829  Velocidad imposible
178243  65f3e93b-1808-5208-b104-bb52b5d7d906      CP3     5052.663  Velocidad imposible
178290  889eea2c-65b6-54ae-a989-93a11103d3c1      CP1     1739.750  Velocidad imposible
178291  889eea2c-65b6-54ae-a989-93a11103d3c1      EH1     2613.150  Velocidad imposible
178292  889eea2c-65b6-54ae-a989-93a11103d3c1      CP2     4685.395  Velocidad imposible
178312  6ad87a6d-0891-5ca1-b7df-6ef2cd4360a4      EH1     3199.665  Velocidad imposible
178313  6ad87a6d-0891-5ca1-b7df-6ef2cd4360a4      CP2     5046.441  Velocidad imposible
178340  6ad87a6d-0891-5ca1-b7df-6ef2cd4360a4      CP1     1639.450  Velocidad imposible
178341  6ad87a6d-0891-5ca1-b7df-6ef2cd4360a4      EH1     2451.860  Velocidad imposible
178342  6ad87a6d-0891-5ca1-b7df-6ef2cd4360a4      CP2     4486.477  Velocidad imposible
178343  6ad87a6d-0891-5ca1-b7df-6ef2cd4360a4      CP3     5051.670  Velocidad imposible
178391  a5b55d80-57c5-517a-9b1b-8dc16b8f2459      CP1     1958.530  Velocidad imposible
178392  a5b55d80-57c5-517a-9b1b-8dc16b8f2459      EH1     2828.160  Velocidad imposible
178512  bf648b15-71f2-538a-a8be-dd5c2605b1bb     Meta     9414.947  Velocidad imposible
178516  bf648b15-71f2-538a-a8be-dd5c2605b1bb      CP2     5066.383  Velocidad imposible
178543  bf648b15-71f2-538a-a8be-dd5c2605b1bb      CP1     1847.620  Velocidad imposible
178544  bf648b15-71f2-538a-a8be-dd5c2605b1bb      EH1     2710.160  Velocidad imposible
178613  7277ed9c-1695-5e34-ac3d-917d73c01428     Meta     8588.623  Velocidad imposible
178616  7277ed9c-1695-5e34-ac3d-917d73c01428      EH1     3014.607  Velocidad imposible
178617  7277ed9c-1695-5e34-ac3d-917d73c01428      CP2     4571.287  Velocidad imposible
178619  7277ed9c-1695-5e34-ac3d-917d73c01428      CP3     8774.629  Velocidad imposible
178634  7277ed9c-1695-5e34-ac3d-917d73c01428      CP1     2279.010  Velocidad imposible
178643  7277ed9c-1695-5e34-ac3d-917d73c01428      CP1     1397.990  Velocidad imposible
178644  7277ed9c-1695-5e34-ac3d-917d73c01428      EH1     2086.840  Velocidad imposible
178645  7277ed9c-1695-5e34-ac3d-917d73c01428      CP2     3804.595  Velocidad imposible
178646  7277ed9c-1695-5e34-ac3d-917d73c01428      CP3     4319.198  Velocidad imposible
178647  7277ed9c-1695-5e34-ac3d-917d73c01428      EH2     6984.960  Velocidad imposible
178648  7277ed9c-1695-5e34-ac3d-917d73c01428      CP4     7700.988  Velocidad imposible
178682  e0dfc883-f2ae-5d6d-9a1e-420a46859c75     Meta     8771.182  Velocidad imposible
178685  e0dfc883-f2ae-5d6d-9a1e-420a46859c75      EH1     3004.803  Velocidad imposible
178686  e0dfc883-f2ae-5d6d-9a1e-420a46859c75      CP2     4563.508  Velocidad imposible
178712  e0dfc883-f2ae-5d6d-9a1e-420a46859c75      CP1     1586.010  Velocidad imposible
178713  e0dfc883-f2ae-5d6d-9a1e-420a46859c75      EH1     2372.260  Velocidad imposible
178714  e0dfc883-f2ae-5d6d-9a1e-420a46859c75      CP2     4279.165  Velocidad imposible
178715  e0dfc883-f2ae-5d6d-9a1e-420a46859c75      CP3     4803.826  Velocidad imposible
178732  694ddd0a-fcd0-53ff-b1f0-688d761a4a24     Meta     9443.255  Velocidad imposible
178735  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      EH1     2979.937  Velocidad imposible
178736  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      CP2     4545.796  Velocidad imposible
178753  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      CP1     2212.965  Velocidad imposible
178754  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      EH1     3027.135  Velocidad imposible
178755  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      CP2     3688.587  Velocidad imposible
178762  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      CP1     1464.620  Velocidad imposible
178763  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      EH1     2210.030  Velocidad imposible
178764  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      CP2     3986.218  Velocidad imposible
178765  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      CP3     4469.469  Velocidad imposible
178766  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      EH2     7093.491  Velocidad imposible
178767  694ddd0a-fcd0-53ff-b1f0-688d761a4a24      CP4     7860.982  Velocidad imposible
178812  b281c669-f984-53e4-8182-7201455023e5      CP1     1967.480  Velocidad imposible
178813  b281c669-f984-53e4-8182-7201455023e5      EH1     2881.540  Velocidad imposible
178982  0489dcbe-d372-51d3-95f0-d3bb35376ce4      CP2     5063.096  Velocidad imposible
179008  0489dcbe-d372-51d3-95f0-d3bb35376ce4      CP1     1660.960  Velocidad imposible
179009  0489dcbe-d372-51d3-95f0-d3bb35376ce4      EH1     2460.930  Velocidad imposible
179010  0489dcbe-d372-51d3-95f0-d3bb35376ce4      CP2     4490.492  Velocidad imposible
179011  0489dcbe-d372-51d3-95f0-d3bb35376ce4      CP3     5045.914  Velocidad imposible
179032  bcef9d0c-22e4-5f16-8d48-203d3573558a      CP2     5088.017  Velocidad imposible
179058  bcef9d0c-22e4-5f16-8d48-203d3573558a      CP1     1737.110  Velocidad imposible
179059  bcef9d0c-22e4-5f16-8d48-203d3573558a      EH1     2569.770  Velocidad imposible
179060  bcef9d0c-22e4-5f16-8d48-203d3573558a      CP2     4531.771  Velocidad imposible
179061  bcef9d0c-22e4-5f16-8d48-203d3573558a      CP3     5071.812  Velocidad imposible
179108  8cfdf063-be9e-5a79-ba63-cda8cfde225d      CP1     1742.900  Velocidad imposible
179109  8cfdf063-be9e-5a79-ba63-cda8cfde225d      EH1     2617.770  Velocidad imposible
179110  8cfdf063-be9e-5a79-ba63-cda8cfde225d      CP2     4683.912  Velocidad imposible
179158  b3dad29f-e9ec-52cf-a3ca-228ce551446b      CP1     1739.300  Velocidad imposible
179159  b3dad29f-e9ec-52cf-a3ca-228ce551446b      EH1     2533.260  Velocidad imposible
179160  b3dad29f-e9ec-52cf-a3ca-228ce551446b      CP2     4533.804  Velocidad imposible
179161  b3dad29f-e9ec-52cf-a3ca-228ce551446b      CP3     5060.534  Velocidad imposible
179227  0ef12dba-e013-58ab-b4ab-65a1a1a21889     Meta     8077.050  Velocidad imposible
179230  0ef12dba-e013-58ab-b4ab-65a1a1a21889      EH1     3188.262  Velocidad imposible
179231  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP2     4752.390  Velocidad imposible
179233  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP3     8696.669  Velocidad imposible
179248  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP1     2201.327  Velocidad imposible
179249  0ef12dba-e013-58ab-b4ab-65a1a1a21889      EH1     3043.830  Velocidad imposible
179250  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP2     3707.091  Velocidad imposible
179257  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP1     1378.670  Velocidad imposible
179258  0ef12dba-e013-58ab-b4ab-65a1a1a21889      EH1     2060.630  Velocidad imposible
179259  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP2     3803.475  Velocidad imposible
179260  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP3     4316.324  Velocidad imposible
179261  0ef12dba-e013-58ab-b4ab-65a1a1a21889      EH2     6840.715  Velocidad imposible
179262  0ef12dba-e013-58ab-b4ab-65a1a1a21889      CP4     7519.373  Velocidad imposible
179281  f9e8ec91-1b37-519e-8e99-611af7935d13      CP2     5063.694  Velocidad imposible
179307  f9e8ec91-1b37-519e-8e99-611af7935d13      CP1     1698.060  Velocidad imposible
179308  f9e8ec91-1b37-519e-8e99-611af7935d13      EH1     2528.530  Velocidad imposible
179309  f9e8ec91-1b37-519e-8e99-611af7935d13      CP2     4533.518  Velocidad imposible
179310  f9e8ec91-1b37-519e-8e99-611af7935d13      CP3     5058.578  Velocidad imposible
179400  45982071-8117-58cc-a251-a333f3af9d74      CP1     1890.260  Velocidad imposible
179401  45982071-8117-58cc-a251-a333f3af9d74      EH1     2780.660  Velocidad imposible
179410  60f9f643-db20-525b-b805-ea6464c403f7      EH1     9502.622    Outlier de tiempo
179411  60f9f643-db20-525b-b805-ea6464c403f7      CP2    11923.913    Outlier de tiempo
179451  60f9f643-db20-525b-b805-ea6464c403f7      CP1     2124.370  Velocidad imposible
179501  a967e772-1faf-5d8f-8c29-c34618c3265e      CP1     1774.810  Velocidad imposible
179502  a967e772-1faf-5d8f-8c29-c34618c3265e      EH1     2618.680  Velocidad imposible
179503  a967e772-1faf-5d8f-8c29-c34618c3265e      CP2     4705.053  Velocidad imposible
179551  010de72e-11d7-59f6-a362-d83fd1c58fcc      CP1     1979.250  Velocidad imposible
179552  010de72e-11d7-59f6-a362-d83fd1c58fcc      EH1     2867.550  Velocidad imposible
179601  116a92df-3a2a-5344-afbd-fc945d63373b      CP1     1794.900  Velocidad imposible
179602  116a92df-3a2a-5344-afbd-fc945d63373b      EH1     2648.640  Velocidad imposible
179652  01265cd2-d3fd-53a1-987d-ccc2c55523bb      CP1     1918.200  Velocidad imposible
179653  01265cd2-d3fd-53a1-987d-ccc2c55523bb      EH1     2799.930  Velocidad imposible
179697  f060d17b-a047-58b8-96f0-f6961c6c15a9      CP3    22109.029    Outlier de tiempo
179773  e686ae73-05b8-586d-a17f-559b80fcecad     Meta     8578.464  Velocidad imposible
179776  e686ae73-05b8-586d-a17f-559b80fcecad      EH1     3007.970  Velocidad imposible
179777  e686ae73-05b8-586d-a17f-559b80fcecad      CP2     4554.528  Velocidad imposible
179779  e686ae73-05b8-586d-a17f-559b80fcecad      CP3     8554.634  Velocidad imposible
179794  e686ae73-05b8-586d-a17f-559b80fcecad      CP1     2228.456  Velocidad imposible
179795  e686ae73-05b8-586d-a17f-559b80fcecad      EH1     3042.267  Velocidad imposible
179796  e686ae73-05b8-586d-a17f-559b80fcecad      CP2     3703.555  Velocidad imposible
179803  e686ae73-05b8-586d-a17f-559b80fcecad      CP1     1465.030  Velocidad imposible
179804  e686ae73-05b8-586d-a17f-559b80fcecad      EH1     2208.950  Velocidad imposible
179805  e686ae73-05b8-586d-a17f-559b80fcecad      CP2     3986.040  Velocidad imposible
179806  e686ae73-05b8-586d-a17f-559b80fcecad      CP3     4468.341  Velocidad imposible
179807  e686ae73-05b8-586d-a17f-559b80fcecad      EH2     7092.250  Velocidad imposible
179808  e686ae73-05b8-586d-a17f-559b80fcecad      CP4     7813.789  Velocidad imposible
179988  c596cfa6-060b-5094-8b1b-dc9c3fbccf8d      CP1     2072.680  Velocidad imposible
180113  2edf8400-a7d9-556a-9e99-8a408bc9d0f5      CP2     5065.413  Velocidad imposible
180139  2edf8400-a7d9-556a-9e99-8a408bc9d0f5      CP1     1698.570  Velocidad imposible
180140  2edf8400-a7d9-556a-9e99-8a408bc9d0f5      EH1     2528.960  Velocidad imposible
180141  2edf8400-a7d9-556a-9e99-8a408bc9d0f5      CP2     4533.923  Velocidad imposible
180142  2edf8400-a7d9-556a-9e99-8a408bc9d0f5      CP3     5058.005  Velocidad imposible
